ingredient_name,quantity,expiry_date,category,daily_consumption,supplier,wastage_history,storage_type,days_to_expiry,stock_duration_days,waste_risk_ratio,is_waste_risk
Paneer,27.58,2026-06-02,Dairy,5.72,Metro Wholesale,4.72,Refrigerated,2.0,4.821678321678322,2.410839160839161,1
Potatoes,43.3,2026-06-08,Produce,4.26,Prime Meats,4.44,Refrigerated,8.0,10.16431924882629,1.2705399061032863,1
Tomatoes,5.88,,Produce,1.0,Prime Meats,3.39,Refrigerated,7.0,5.88,0.84,0
Potatoes,25.48,2026-06-09,Produce,9.96,Prime Meats,1.5,Refrigerated,9.0,2.5582329317269075,0.28424810352521196,0
Rice,43.67,2026-10-10,Dry Pantry,1.93,Local Mandi,2.05,Ambient,132.0,22.62694300518135,0.1714162348877375,0
Cheese,3.16,2026-06-02,Dairy,1.71,Local Mandi,4.63,Refrigerated,2.0,1.8479532163742691,0.9239766081871346,0
Beef,13.76,2026-06-07,Meat,6.48,Metro Wholesale,2.86,Frozen,7.0,2.1234567901234565,0.3033509700176366,0
Tomatoes,40.42,2026-06-11,Produce,5.94,Local Mandi,0.6,Refrigerated,11.0,6.8047138047138045,0.6186103458830732,0
Yogurt,14.93,2026-06-03,Dairy,5.05,Metro Wholesale,4.83,Refrigerated,3.0,2.9564356435643564,0.9854785478547855,0
Tomatoes,6.85,2026-06-01,Produce,3.13,DairyCo,3.73,Refrigerated,1.0,2.1884984025559104,2.1884984025559104,1
Milk,42.61,2026-06-08,Dairy,6.66,Metro Wholesale,4.65,Refrigerated,8.0,6.397897897897898,0.7997372372372372,0
Butter,15.72,2026-06-08,Dairy,9.85,Local Mandi,4.21,Refrigerated,8.0,1.5959390862944163,0.19949238578680203,0
Milk,39.3,2026-05-30,Dairy,6.29,DairyCo,0.21,Refrigerated,-1.0,6.248012718600953,-6.248012718600953,1
Milk,10.93,2026-06-07,Dairy,7.65,Metro Wholesale,2.46,Refrigerated,7.0,1.4287581699346403,0.2041083099906629,0
Cheese,40.55,2026-05-30,Dairy,3.08,Local Mandi,3.56,Refrigerated,-1.0,13.165584415584414,-13.165584415584414,1
Tomatoes,2.56,2026-06-11,Produce,6.6,Prime Meats,2.63,Refrigerated,11.0,0.38787878787878793,0.03526170798898072,0
Cream,29.33,2026-06-03,Dairy,6.23,AgroFresh,0.25,Refrigerated,3.0,4.707865168539326,1.5692883895131085,1
Bell Peppers,7.03,2026-06-10,Produce,7.44,Prime Meats,1.57,Refrigerated,10.0,0.9448924731182795,0.09448924731182795,0
Flour,39.7,2027-02-22,Dry Pantry,4.02,AgroFresh,4.3,Ambient,267.0,9.875621890547265,0.036987347904671404,0
Spices,27.94,2027-05-15,Dry Pantry,8.34,DairyCo,0.59,Ambient,349.0,3.3501199040767387,0.009599197432884638,0
Milk,24.63,2026-06-07,Produce,1.74,DairyCo,4.14,Refrigerated,7.0,14.155172413793103,2.022167487684729,1
Spinach,16.2,2026-06-11,Produce,6.73,Metro Wholesale,2.98,Refrigerated,11.0,2.4071322436849925,0.21883020397136296,0
Spinach,34.52,2026-05-31,Produce,8.55,AgroFresh,2.03,Refrigerated,0.0,4.037426900584795,40.37426900584795,1
Fish Fillet,44.98,2026-06-04,Meat,8.29,DairyCo,0.32,Frozen,4.0,5.425814234016888,1.356453558504222,1
Butter,44.58,2026-06-08,Dairy,4.49,Prime Meats,2.65,Refrigerated,8.0,9.928730512249443,1.2410913140311803,1
Salt,2.92,2027-05-18,Dry Pantry,4.18,AgroFresh,0.95,Ambient,352.0,0.6985645933014354,0.0019845585036972597,0
Carrots,14.87,2026-06-09,Produce,4.39,AgroFresh,0.48,Refrigerated,9.0,3.3872437357630982,0.3763604150847887,0
Lentils,13.05,2026-12-21,Dry Pantry,9.84,Metro Wholesale,2.3,Ambient,204.0,1.3262195121951221,0.006501076040172167,0
Onions,25.97,2026-05-31,Produce,1.36,AgroFresh,0.76,Refrigerated,0.0,19.095588235294116,190.95588235294116,1
Rice,45.05,2026-07-28,Dry Pantry,4.73,Prime Meats,0.66,Ambient,58.0,9.524312896405918,0.1642122913173434,0
Carrots,49.6,2026-06-01,Produce,3.2,DairyCo,2.76,Refrigerated,1.0,15.5,15.5,1
Lentils,24.51,2026-11-17,Dry Pantry,5.82,Local Mandi,0.61,Ambient,170.0,4.211340206185567,0.024772589448150396,0
Yogurt,32.03,2026-06-01,Dairy,5.54,Local Mandi,1.76,Refrigerated,1.0,5.78158844765343,5.78158844765343,1
Spinach,30.65,2026-05-31,Produce,5.26,Prime Meats,0.52,Refrigerated,0.0,5.826996197718631,58.269961977186306,1
Salt,47.72,2026-11-02,Dry Pantry,2.77,AgroFresh,4.62,Ambient,155.0,17.227436823104693,0.11114475369744962,0
Bell Peppers,24.08,,Produce,9.88,AgroFresh,2.94,Refrigerated,7.0,2.4372469635627527,0.3481781376518218,0
Bell Peppers,22.01,2026-06-13,Produce,9.22,DairyCo,3.97,Refrigerated,13.0,2.3872017353579174,0.18363090271983978,0
Carrots,14.52,2026-06-07,Produce,1.09,Prime Meats,4.45,Refrigerated,7.0,13.321100917431192,1.9030144167758845,1
Salt,47.31,2026-11-15,Dry Pantry,1.13,Local Mandi,4.32,Ambient,168.0,41.86725663716815,0.2492098609355247,0
Cheese,46.76,2026-06-07,Dairy,1.75,Prime Meats,1.83,Refrigerated,7.0,26.72,3.817142857142857,1
Milk,11.66,2026-06-07,Dairy,1.82,AgroFresh,3.79,Refrigerated,7.0,6.406593406593406,0.9152276295133437,0
Mutton,21.5,2026-05-31,Meat,4.38,AgroFresh,1.45,Frozen,0.0,4.908675799086758,49.08675799086758,1
Yogurt,23.6,2026-06-02,Dairy,5.72,AgroFresh,1.25,Refrigerated,2.0,4.125874125874127,2.0629370629370634,1
Mushroom,29.35,2026-06-03,Produce,7.44,AgroFresh,1.94,Refrigerated,3.0,3.9448924731182795,1.314964157706093,1
Beef,44.19,2026-06-07,Meat,4.48,Metro Wholesale,1.37,Frozen,7.0,9.863839285714285,1.4091198979591835,1
Milk,3.23,2026-06-07,Dairy,6.59,Local Mandi,3.26,Refrigerated,7.0,0.49013657056145676,0.07001951008020811,0
Lentils,34.77,2026-07-20,Dry Pantry,7.45,Metro Wholesale,3.39,Ambient,50.0,4.667114093959732,0.09334228187919465,0
Beef,18.36,2026-06-02,Meat,7.83,DairyCo,2.42,Frozen,2.0,2.3448275862068964,1.1724137931034482,1
Spices,34.01,2026-10-12,Dry Pantry,1.63,Metro Wholesale,4.73,Ambient,134.0,20.865030674846626,0.15570918414064647,0
Mushroom,6.75,2026-06-14,Produce,10.0,Metro Wholesale,3.48,Refrigerated,14.0,0.675,0.048214285714285716,0
Paneer,5.0,2026-06-08,Dairy,5.87,Metro Wholesale,0.81,Refrigerated,8.0,0.8517887563884157,0.10647359454855196,0
Sugar,19.58,2027-02-20,Dry Pantry,2.68,Local Mandi,0.78,Ambient,265.0,7.305970149253731,0.027569698676429173,0
Spinach,23.35,2026-06-10,Produce,4.01,Metro Wholesale,4.71,Refrigerated,10.0,5.822942643391522,0.5822942643391522,0
Tomatoes,48.52,2026-06-02,Produce,0.71,Local Mandi,1.35,Refrigerated,2.0,68.3380281690141,34.16901408450705,1
Prawns,8.05,2026-06-04,Meat,6.28,AgroFresh,1.98,Frozen,4.0,1.2818471337579618,0.32046178343949044,0
Cream,33.85,2026-05-29,Dairy,5.33,Local Mandi,1.54,Refrigerated,-2.0,6.350844277673546,-3.175422138836773,1
Mutton,20.25,2026-06-02,Meat,6.36,DairyCo,1.68,Frozen,2.0,3.183962264150943,1.5919811320754715,1
Yogurt,39.78,2026-06-09,Dairy,1.12,DairyCo,2.02,Refrigerated,9.0,35.51785714285714,3.946428571428571,1
Chicken Breast,48.93,2026-06-03,Meat,5.9,AgroFresh,2.9,Frozen,3.0,8.29322033898305,2.7644067796610163,1
Beef,4.64,2026-05-29,Meat,4.89,AgroFresh,1.84,Frozen,-2.0,0.9488752556237219,-0.47443762781186094,1
Chicken Breast,37.97,2026-06-07,Meat,7.93,Metro Wholesale,2.94,Frozen,7.0,4.788146279949559,0.6840208971356513,0
Mutton,32.7,2026-06-04,Meat,0.92,Local Mandi,4.83,Frozen,4.0,35.54347826086957,8.885869565217392,1
Chicken Breast,8.7,2026-05-30,Meat,2.15,Metro Wholesale,0.01,Frozen,-1.0,4.046511627906977,-4.046511627906977,1
Sugar,15.04,2026-09-12,Dry Pantry,6.5,Metro Wholesale,3.2,Ambient,104.0,2.313846153846154,0.022248520710059172,0
Bell Peppers,27.24,2026-06-09,Dairy,8.0,Metro Wholesale,0.27,Refrigerated,9.0,3.405,0.3783333333333333,0
Chicken Breast,20.37,2026-05-31,Meat,1.67,DairyCo,4.99,Frozen,0.0,12.197604790419163,121.97604790419163,1
Paneer,19.53,2026-05-29,Dairy,1.76,Metro Wholesale,2.61,Refrigerated,-2.0,11.09659090909091,-5.548295454545455,1
Milk,1.47,2026-06-08,Dairy,1.81,Metro Wholesale,1.64,Refrigerated,8.0,0.8121546961325966,0.10151933701657458,0
Cheese,27.46,2026-06-06,Dairy,1.92,Metro Wholesale,0.77,Refrigerated,6.0,14.302083333333334,2.383680555555556,1
Butter,29.6,2026-06-09,Dairy,8.07,AgroFresh,2.98,Refrigerated,9.0,3.667905824039653,0.40754509155996144,0
Chicken Breast,36.63,2026-06-07,Meat,1.25,Metro Wholesale,2.73,Frozen,7.0,29.304000000000002,4.186285714285715,1
Cream,48.56,2026-06-01,Dairy,8.66,Prime Meats,3.24,Refrigerated,1.0,5.607390300230947,5.607390300230947,1
Spinach,30.5,2026-06-06,Produce,8.26,Prime Meats,4.06,Refrigerated,6.0,3.692493946731235,0.6154156577885391,0
Milk,15.91,2026-05-30,Dairy,5.18,Metro Wholesale,4.44,Refrigerated,-1.0,3.0714285714285716,-3.0714285714285716,1
Yogurt,28.14,2026-05-29,Dairy,6.09,AgroFresh,3.54,Refrigerated,-2.0,4.620689655172414,-2.310344827586207,1
Mushroom,27.43,2026-06-13,Produce,6.11,DairyCo,2.17,Refrigerated,13.0,4.48936170212766,0.3453355155482815,0
Carrots,44.6,2026-06-02,Produce,1.99,Local Mandi,1.03,Refrigerated,2.0,22.412060301507537,11.206030150753769,1
Butter,27.02,2026-06-10,Dairy,5.05,AgroFresh,2.26,Refrigerated,10.0,5.350495049504951,0.5350495049504951,0
Salt,19.0,2027-03-08,Dry Pantry,0.62,AgroFresh,1.98,Ambient,281.0,30.64516129032258,0.10905751348869246,0
Bell Peppers,23.62,2026-06-11,Produce,0.98,Local Mandi,1.06,Refrigerated,11.0,24.102040816326532,2.1910946196660483,1
Beef,35.57,2026-06-05,Meat,4.45,Prime Meats,1.22,Frozen,5.0,7.993258426966292,1.5986516853932584,1
Fish Fillet,42.73,2026-05-30,Meat,8.39,Local Mandi,4.41,Frozen,-1.0,5.0929678188319425,-5.0929678188319425,1
Cheese,5.11,2026-06-05,Dairy,2.02,DairyCo,0.74,Refrigerated,5.0,2.5297029702970297,0.505940594059406,0
Prawns,34.98,2026-06-05,Meat,8.03,Metro Wholesale,1.03,Frozen,5.0,4.3561643835616435,0.8712328767123287,0
Fish Fillet,36.98,2026-06-04,Meat,8.68,Metro Wholesale,3.8,Frozen,4.0,4.26036866359447,1.0650921658986174,1
Beef,1.5,2026-05-30,Meat,9.51,Metro Wholesale,3.6,Frozen,-1.0,0.15772870662460567,-0.15772870662460567,1
Rice,20.43,2027-01-13,Dry Pantry,4.05,AgroFresh,1.87,Ambient,227.0,5.044444444444444,0.022222222222222223,0
Bell Peppers,26.47,2026-06-10,Produce,7.16,Prime Meats,4.87,Refrigerated,10.0,3.696927374301676,0.3696927374301676,0
Tomatoes,3.05,2026-06-11,Produce,5.94,DairyCo,2.74,Refrigerated,11.0,0.5134680134680134,0.04667891031527394,0
Prawns,24.78,2026-06-04,Meat,9.92,AgroFresh,1.01,Frozen,4.0,2.497983870967742,0.6244959677419355,0
Mutton,32.19,2026-05-31,Meat,6.4,AgroFresh,4.52,Frozen,0.0,5.0296875,50.29687499999999,1
Spinach,49.14,2026-06-01,Produce,2.09,Local Mandi,2.23,Refrigerated,1.0,23.51196172248804,23.51196172248804,1
Sugar,1.41,2027-03-01,Dry Pantry,9.26,Local Mandi,0.05,Ambient,274.0,0.15226781857451405,0.0005557219656004163,0
Potatoes,42.26,2026-06-05,Produce,8.65,AgroFresh,1.5,Refrigerated,5.0,4.885549132947976,0.9771098265895952,0
Rice,28.31,2026-08-31,Dry Pantry,9.22,Prime Meats,0.67,Ambient,92.0,3.070498915401301,0.03337498821088371,0
Beef,28.07,2026-05-29,Meat,4.58,Local Mandi,1.82,Frozen,-2.0,6.12882096069869,-3.064410480349345,1
Rice,10.26,2026-10-01,Dry Pantry,1.02,AgroFresh,2.35,Ambient,123.0,10.058823529411764,0.08177905308464849,0
Mutton,5.0,2026-05-30,Meat,9.66,Metro Wholesale,4.82,Frozen,-1.0,0.5175983436853002,-0.5175983436853002,1
Mutton,7.03,2026-06-04,Meat,2.42,AgroFresh,1.23,Frozen,4.0,2.9049586776859506,0.7262396694214877,0
Fish Fillet,34.41,2026-05-30,Meat,4.31,Local Mandi,2.67,Frozen,-1.0,7.983758700696056,-7.983758700696056,1
Salt,6.8,2027-05-12,Dry Pantry,0.56,AgroFresh,3.78,Ambient,346.0,12.14285714285714,0.035094962840627575,0
Paneer,15.31,2026-06-06,Dairy,3.11,Local Mandi,0.84,Refrigerated,6.0,4.92282958199357,0.8204715969989284,0
Cream,46.65,2026-06-01,Dairy,4.2,Metro Wholesale,3.69,Refrigerated,1.0,11.107142857142856,11.107142857142856,1
Flour,30.91,2026-12-09,Dry Pantry,9.6,Local Mandi,3.18,Ambient,192.0,3.2197916666666666,0.016769748263888887,0
Cheese,38.98,2026-06-03,Dairy,8.32,DairyCo,4.11,Refrigerated,3.0,4.685096153846153,1.5616987179487178,1
Mutton,5.47,2026-06-03,Meat,2.86,Prime Meats,2.57,Frozen,3.0,1.9125874125874125,0.6375291375291375,0
Spinach,14.96,2026-06-08,Produce,4.66,DairyCo,4.92,Refrigerated,8.0,3.2103004291845494,0.4012875536480687,0
Pasta,25.73,2027-04-02,Dry Pantry,5.65,DairyCo,0.09,Ambient,306.0,4.553982300884956,0.014882295100931227,0
Salt,16.33,2027-04-18,Dry Pantry,6.31,DairyCo,2.68,Ambient,322.0,2.587955625990491,0.008037129273262394,0
Potatoes,17.08,2026-06-07,Produce,8.71,Local Mandi,3.21,Refrigerated,7.0,1.9609644087256024,0.28013777267508605,0
Sugar,26.97,2026-11-07,Dry Pantry,4.19,Metro Wholesale,1.65,Ambient,160.0,6.436754176610978,0.04022971360381861,0
Butter,10.73,2026-06-02,Dairy,2.4,DairyCo,4.87,Refrigerated,2.0,4.470833333333334,2.235416666666667,1
Salt,37.65,2026-11-23,Dry Pantry,8.49,Prime Meats,4.04,Ambient,176.0,4.434628975265017,0.025196755541278506,0
Cheese,20.11,2026-06-04,Dairy,3.54,Local Mandi,1.29,Refrigerated,4.0,5.6807909604519775,1.4201977401129944,1
Sugar,32.08,,Dry Pantry,8.43,AgroFresh,1.55,Ambient,220.0,3.805456702253855,0.01729753046479025,0
Prawns,43.96,2026-05-31,Meat,8.29,Local Mandi,2.53,Frozen,0.0,5.302774427020507,53.02774427020507,1
Beef,47.42,2026-06-03,Meat,2.41,Metro Wholesale,4.82,Frozen,3.0,19.676348547717843,6.5587828492392815,1
Onions,19.32,2026-05-30,Produce,2.03,DairyCo,1.62,Refrigerated,-1.0,9.517241379310345,-9.517241379310345,1
Mutton,16.72,2026-06-02,Meat,2.33,DairyCo,1.6,Frozen,2.0,7.175965665236051,3.5879828326180254,1
Milk,1.59,2026-05-30,Dairy,1.43,Prime Meats,1.76,Refrigerated,-1.0,1.111888111888112,-1.111888111888112,1
Onions,14.57,2026-06-08,Dairy,1.3,AgroFresh,4.24,Refrigerated,8.0,11.207692307692307,1.4009615384615384,1
Spinach,19.27,2026-06-12,Produce,3.19,Local Mandi,3.39,Refrigerated,12.0,6.040752351097178,0.5033960292580982,0
Mushroom,17.8,,Produce,7.03,DairyCo,2.44,Refrigerated,7.0,2.532005689900427,0.36171509855720385,0
Chicken Breast,49.42,2026-05-31,Meat,4.51,Prime Meats,0.35,Frozen,0.0,10.957871396895788,109.57871396895787,1
Prawns,19.38,2026-05-30,Dairy,1.22,Prime Meats,2.58,Frozen,-1.0,15.885245901639344,-15.885245901639344,1
Mushroom,8.15,,Produce,2.98,Local Mandi,0.76,Refrigerated,7.0,2.7348993288590604,0.39069990412272293,0
Salt,38.41,2026-07-09,Dry Pantry,2.22,DairyCo,4.31,Ambient,39.0,17.301801801801798,0.44363594363594355,0
Fish Fillet,4.08,2026-05-29,Meat,6.44,Prime Meats,2.16,Frozen,-2.0,0.6335403726708074,-0.3167701863354037,1
Tomatoes,28.37,2026-06-12,Produce,0.62,Metro Wholesale,0.66,Refrigerated,12.0,45.75806451612903,3.8131720430107525,1
Tomatoes,33.39,2026-05-30,Produce,0.74,Local Mandi,3.95,Refrigerated,-1.0,45.12162162162162,-45.12162162162162,1
Prawns,42.71,2026-06-07,Meat,4.97,DairyCo,4.72,Frozen,7.0,8.593561368209256,1.2276516240298938,1
Mushroom,12.86,2026-06-06,Produce,3.02,Metro Wholesale,4.17,Refrigerated,6.0,4.258278145695364,0.7097130242825607,0
Spices,15.46,2026-08-27,Dry Pantry,8.77,Prime Meats,4.81,Ambient,88.0,1.7628278221208669,0.020032134342282577,0
Cream,32.72,2026-05-30,Dairy,1.13,DairyCo,3.39,Refrigerated,-1.0,28.95575221238938,-28.95575221238938,1
Carrots,3.83,2026-06-08,Produce,6.5,Prime Meats,2.01,Refrigerated,8.0,0.5892307692307692,0.07365384615384615,0
Rice,38.07,2027-05-10,Dry Pantry,8.2,Metro Wholesale,2.17,Ambient,344.0,4.642682926829269,0.013496171298922294,0
Cream,13.2,2026-06-05,Dairy,7.83,Metro Wholesale,3.69,Refrigerated,5.0,1.6858237547892718,0.33716475095785436,0
